pos_id,pos_name,salary,org_id,place_id
1532,研發工程師,"1,450,000 / 年",1113,8
1533,機械工程師,"40,000 / 月",1114,8
1534,汽車╱機車引擎技術人員,"30,000 / 月",1115,4
1535,領班,"48,000 / 月",1116,8
1536,機構工程師,"40,000 / 月",1117,6
1537,聲學工程師,"50,000 / 月",1118,10
1538,機械工程師,"45,000 / 月",1119,2
1539,專員,"55,000 / 月",1120,1
1540,資訊助理人員兼職,"20,000 / 月",1120,6
1541,軟體工程師,"80,000 / 月",1120,1
1542,經管,"45,000 / 月",1121,6
1543,UI設計師,"38,000 / 月",1122,2
1544,PM,"53,000 / 月",1123,16
1545,業務,"40,000 / 月",1124,1
1546,動態特效設計,"55,000 / 月",1125,2
1547,高級機構工程師,"22,000 / 月",1126,6
1548,其他專案管理師,"45,000 / 月",1127,8
1549,大廳組計時人員,145 / 小時,1128,5
1550,軟體工程師,"32,000 / 月",1129,2
1551,海外業務,"50,000 / 月",1130,1
1552,軟體工程師,"45,000 / 月",1131,1
1553,總務(總包),"26,000 / 月",1132,5
1554,PM,"40,000 / 月",1133,1
1555,房務,"25,000 / 月",1134,3
1556,行銷企劃人員,"40,000 / 月",1135,1
1557,資訊人員,"26,000 / 月",1136,9
1558,資訊安全工程師,"38,000 / 月",1137,2
1559,暑期實習生,"20,000 / 月",1138,15
1560,產品工程師,"100,000 / 月",1138,15
1561,管理師,"49,500 / 月",1139,1
1562,工程師,"45,000 / 月",1140,8
1563,硬體測試工程師,"54,000 / 月",1141,2
1564,高級工程師,"61,000 / 月",1142,15
1565,硬體工程師,"51,000 / 月",1143,15
1566,業務管理師,"40,000 / 月",1144,2
1567,國內業務人員,"28,000 / 月",1145,9
1568,ERP系統開發,"52,000 / 月",1146,5
1569,理貨,158 / 小時,1147,8
1570,醫檢師,"45,000 / 月",1148,9
1571,工程師,"36,000 / 月",1149,6
1572,研究助理,"45,000 / 月",1150,8
1573,業務,"30,000 / 月",1151,1
1574,硬體工程師,"65,000 / 月",1152,15
1575,技工,"28,993 / 月",1153,4
1576,CNC機台操作人員,"30,000 / 月",1153,4
1577,記帳╱出納╱一般會計,"28,000 / 月",1154,2
1578,審計,"34,000 / 月",1155,15
1579,硬體研發工程師,"46,000 / 月",1156,8
1580,晚班工讀生,140 / 小時,1157,6
1581,門市╱店員╱專櫃人員,155 / 小時,1157,6
1582,韌體設計工程師,"43,000 / 月",1158,6
1583,電子工程師,"43,000 / 月",1158,6
1584,硬體工程師,"600,000 / 年",1158,6
1585,化驗專員,"40,000 / 月",1159,6
1586,資深電子工程師,"70,000 / 月",1160,6
1587,MIS程式設計師,"32,000 / 月",1161,8
1588,機械設計,"620,000 / 年",1161,8
1589,行政助理-資訊人員,"28,000 / 月",1162,1
1590,實習生,"22,000 / 月",1163,6
1591,專員,"38,000 / 月",1164,1
1592,後勤,"35,000 / 月",1165,1
1593,企劃專員,"35,000 / 月",1166,8
1594,硬體工程師,"43,000 / 月",1167,10
1595,資料庫管理師,"32,000 / 月",1168,1
1596,作業員,"30,500 / 月",1169,16
1597,實習生,"2,000 / 月",1170,4
1598,暑期工讀生,"23,000 / 月",1171,1
1599,實習軟體工程師助理,150 / 小時,1172,6
1600,製程整合,"1,000,000 / 年",1173,4
1601,元件開發工程師,"63,000 / 月",1173,4
1602,主任工程師,"66,000 / 月",1173,4
1603,韌體工程師,"82,000 / 月",1174,15
1604,硬體工程師,"56,000 / 月",1175,10
1605,韌體設計工程師,"56,000 / 月",1175,15
1606,工程師,"70,000 / 月",1176,8
1607,硬體研發工程師,"65,000 / 月",1176,5
1608,外場,"24,000 / 月",1177,13
1609,會計主任,"1,300,000 / 年",1178,1
1610,製程工程師,"44,000 / 月",1179,15
1611,軟體工程師,"54,000 / 月",1180,5
1612,行政人員,"40,000 / 月",1181,1
1613,資深電子工程師,"51,000 / 月",1182,8
1614,業務,"37,000 / 月",1183,6
1615,AI演算法工程師,"42,000 / 月",1184,2
1616,工程師,"700,000 / 年",1185,8
1617,工程師,"54,000 / 月",1186,5
1618,業務助理,"22,000 / 月",1187,4
1619,門市店長,"30,000 / 月",1188,8
1620,專員,"38,000 / 月",1188,8
1621,工程師,"31,000 / 月",1189,2
1622,工程師,"37,000 / 月",1190,5
1623,行政管理師,"34,998 / 月",1191,10
1624,機構工程師,"600,000 / 年",1192,2
1625,設計師,"22,000 / 月",1193,1
1626,軟體設計工程師,"38,000 / 月",1194,2
1627,業務企劃,"28,000 / 月",1195,1
1628,網路社群小編,"30,000 / 月",1196,1
1629,軟體工程師,"420,000 / 年",1197,2
1630,業務工程師,"28,000 / 月",1198,8
1631,機器學習工程師,"80,000 / 月",1199,1
1632,副理,"70,000 / 月",1200,14
1633,民調人員,160 / 小時,1201,1
1634,實習生,"12,000 / 月",1201,1
1635,IC封裝╱測試工程師,"80,000 / 月",1202,15
1636,採購專員,"30,000 / 月",1203,8
1637,正職銷售人員,"23,000 / 月",1204,5
1638,設計,"36,000 / 月",1205,1
1639,行政人員,"27,000 / 月",1206,1
1640,工程師,"800,000 / 年",1207,10
1641,美編行銷,"34,000 / 月",1208,1
1642,門市╱店員╱專櫃人員,"30,000 / 月",1209,8
1643,技術員,"30,000 / 月",1210,8
1644,副研究員,"22,000 / 月",1211,1
1645,實習生,"22,000 / 月",1212,1
1646,行銷實習生,"22,000 / 月",1212,1
1647,硬體工程師,"57,000 / 月",1213,8
1648,英語老師,"28,000 / 月",1214,4
1649,副研究員,"45,000 / 月",1215,8
1650,會計,"23,000 / 月",1216,2
1651,國際研發工程師,"900,000 / 年",1217,6
1652,分析師,"530,000 / 年",1218,1
1653,軟體工程師,"530,000 / 年",1218,1
1654,店員,"40,000 / 月",1219,15
1655,工讀,"22,000 / 月",1220,6
1656,專員,"70,000 / 月",1221,1
1657,人力資源人員,"45,000 / 月",1222,1
1658,正職,"33,000 / 月",1223,1
1659,RD助理工程師,"40,000 / 月",1224,2
1660,會計,"32,000 / 月",1225,8
1661,主辦會計,"36,000 / 月",1226,8
1662,電腦繪圖人員,"23,800 / 月",1227,8
1663,機構工程師,"38,623 / 月",1228,6
1664,軟體工程師,"50,000 / 月",1229,1
1665,軟體工程師,"22,000 / 月",1230,10
1666,FAE,"800,000 / 年",1231,1
1667,建築設計師,"30,000 / 月",1232,1
1668,正值,"28,000 / 月",1233,2
1669,品保工程師,"40,000 / 月",1234,4
1670,工程師,"37,500 / 月",1235,2
1671,工程師,"49,000 / 月",1236,5
1672,專利工程師,"33,500 / 月",1237,1
1673,設備工程師,"40,000 / 月",1238,4
1674,產品光學工程師,"700,000 / 年",1239,4
1675,研究助理,"36,050 / 月",1240,5
1676,機電技師╱工程師,"50,000 / 月",1241,1
1677,品管工程師,"50,000 / 月",1242,8
1678,數位IC設計工程師,"51,000 / 月",1243,15
1679,半導體工程師,"22,000 / 月",1244,15
1680,工程師,"50,000 / 月",1245,15
1681,產品經理,"75,000 / 月",1246,1
1682,生產技術╱製程工程師,"28,600 / 月",1247,5
1683,技術員,"28,000 / 月",1248,16
1684,廠務值班工程,"50,000 / 月",1249,2
1685,辦事員,"25,000 / 月",1250,1
1686,班導師,158 / 小時,1251,1
1687,客戶服務專員,"34,000 / 月",1252,1
1688,美工,"23,000 / 月",1253,2
1689,噴漆技師,"36,000 / 月",1254,4
1690,粉專小編,"30,000 / 月",1255,6
1691,加油員,150 / 小時,1256,22
1692,採購專員,"38,000 / 月",1257,1
1693,數理補習班老師,155 / 小時,1258,3
1694,生產設備工程師,"47,000 / 月",1259,4
1695,硬體研發工程師,"27,000 / 月",1260,1
1696,擴建工程師,"65,000 / 月",1261,16
1697,軟體工程師,"36,000 / 月",1262,8
1698,儲備幹部,"42,000 / 月",1263,1
1699,韌體設計工程師,"100,000 / 月",1264,15
1700,餐飲服務生,165 / 小時,1265,5
1701,MIS╱網管主管,"40,000 / 月",1266,6
1702,開發業務,"34,000 / 月",1267,1
1703,客服人員,"35,000 / 月",1268,1
1704,儲備幹部 社員,"30,500 / 月",1269,1
1705,FW,"51,000 / 月",1270,1
1706,助理工程師,"29,000 / 月",1271,5
1707,多媒體動畫設計師,"22,000 / 月",1272,2
1708,媒體公關╱宣傳採買,"400,000 / 年",1273,1
1709,專案行政人員,"25,000 / 月",1274,5
1710,行銷,"36,000 / 月",1275,1
1711,維運工程師,"30,000 / 月",1276,1
1712,生產設備工程師,"33,000 / 月",1277,4
1713,行政美編,"27,000 / 月",1278,2
1714,維修助理工程師,"28,000 / 月",1279,6
1715,工程師,"35,000 / 月",1280,4
1716,倉儲部助理工程師(倉管),"26,000 / 月",1281,2
1717,美編,"30,000 / 月",1282,6
1718,建築設計╱繪圖人員,"53,000 / 月",1283,13
1719,室內設計師,"32,000 / 月",1284,1
1720,實習生,"23,000 / 月",1285,1
1721,電腦系統分析師,"68,000 / 月",1286,3
1722,前端工程師,"700,000 / 年",1287,1
1723,研究助理,"36,050 / 月",1288,2
1724,網路行銷總監,"23,800 / 月",1289,1
1725,資安工程師,"22,000 / 月",1290,1
1726,美工／動畫設計師,"22,000 / 月",1291,5
1727,空間設計師,"26,000 / 月",1292,1
1728,工程師,"22,000 / 月",1293,1
1729,工程師,"60,000 / 月",1294,8
1730,韌體設計工程師,"46,000 / 月",1295,8
1731,資深管理師,"50,166 / 月",1296,1
1732,PROCESS ENGINEER,"900,000 / 年",1297,2
1733,室內設計師,"55,000 / 月",1298,1
1734,研發實習,"22,000 / 月",1299,8
1735,實習,"24,000 / 月",1299,8
1736,資安工程師,"57,000 / 月",1300,1
1737,業務助理,"36,000 / 月",1301,6
1738,線上英文老師,250 / 小時,1302,6
1739,組裝人員,"32,000 / 月",1303,2
1740,日文行政,"30,000 / 月",1304,1
1741,生產技術╱製程工程師,"27,500 / 月",1305,2
1742,維修工程師,"30,000 / 月",1306,8
1743,行政人員(實際是網路行銷美編),"26,000 / 月",1307,6
1744,業務,"60,000 / 月",1308,1
1745,人資,"22,000 / 月",1309,1
1746,專業人員,"39,000 / 月",1310,1
1747,人資,"30,000 / 月",1311,1
1748,人資專員,"22,000 / 月",1311,1
1749,專案助理,"438,345 / 年",1312,2
1750,廣告優化分析師,"41,000 / 月",1313,6
1751,法規專員,"45,000 / 月",1314,1
1752,軟體設計工程師,"34,000 / 月",1315,15
1753,生管工程師,"850,000 / 年",1315,15
1754,軟體工程師,"78,000 / 月",1316,1
1755,行政助理,"30,000 / 月",1317,6
1756,建築設計╱繪圖人員,"25,000 / 月",1318,5
1757,現場工程師,"35,000 / 月",1319,5
1758,老闆特助,"40,000 / 月",1320,6
1759,SALES PRODUCT MANAGER,"840,000 / 年",1321,8
1760,大木作師傅,"2,500 / 日",1322,16
1761,職員,"65,000 / 月",1322,16
1762,助教,"22,000 / 月",1323,2
1763,SQA INTERN,170 / 小時,1324,1
1764,PM,"42,000 / 月",1324,1
1765,工程師,"50,000 / 月",1325,8
1766,船務╱押匯╱報關人員,"28,000 / 月",1326,1
1767,業務助理,"28,000 / 月",1327,6
1768,業務銷售人員,"22,000 / 月",1328,17
1769,包裝員,"28,000 / 月",1329,6
1770,程式設計師,"27,000 / 月",1330,6
1771,軟體工程師,"46,000 / 月",1331,1
1772,教保員,"28,000 / 月",1332,9
1773,整合行銷企劃助理,"33,000 / 月",1333,1
1774,正職,"25,000 / 月",1334,6
1775,研發工程師,"22,000 / 月",1335,10
1776,廣告AE,"50,000 / 月",1336,2
1777,製程工程師,"39,000 / 月",1337,8
1778,外銷成衣船務助理,"33,000 / 月",1338,6
1779,護理師,"730,000 / 年",1339,5
1780,專員,"30,000 / 月",1340,5
1781,ITS 智慧運輸實習生,"6,000 / 月",1341,1
1782,軟體工程師,"22,000 / 月",1342,1
1783,專案企劃助理,"30,000 / 月",1343,1
1784,吧台手,125 / 小時,1344,2
1785,職員,"50,000 / 月",1345,1
1786,國內業務主管,"22,000 / 月",1346,6
1787,設計師,"25,000 / 月",1347,5
1788,職員,"2,500 / 日",1348,16
1789,助理工程師,"66,500 / 月",1349,8
1790,軟體工程師,"32,000 / 月",1350,1
1791,軟體工程師,"46,000 / 月",1351,1
1792,程式設計師,"36,000 / 月",1352,1
1793,辦事員,"29,000 / 月",1353,1
1794,TECHNICAL SUPPORT ENGINEER,"55,000 / 月",1354,11
1795,軟體相關專案管理師,"55,000 / 月",1355,1
1796,產品售後技術服務,"22,000 / 月",1356,1
1797,全職,"22,000 / 月",1357,5
1798,工程師,"35,000 / 月",1358,6
1799,工讀生,150 / 小時,1359,17
1800,企劃,"34,000 / 月",1360,8
1801,社群媒體小編,"32,000 / 月",1361,8
1802,企劃部,"40,000 / 月",1362,1
1803,業務,"32,000 / 月",1362,1
1804,軟體工程師,"35,000 / 月",1362,1
1805,岱瑪金誠行銷企劃,"28,000 / 月",1363,1
1806,韌體工程師,"77,000 / 月",1364,1
1807,國外業務人員,"70,000 / 月",1365,1
1808,國際業務,"45,000 / 月",1366,2
1809,景觀設計師,"24,000 / 月",1367,1
1810,品保,"22,000 / 月",1368,1
1811,財務專員,"30,000 / 月",1369,1
1812,資訊助理工程師,"32,000 / 月",1370,10
1813,機械設計╱繪圖人員,"500,000 / 年",1371,11
1814,作業員╱包裝員,"24,000 / 月",1372,4
1815,建築設計師,"40,000 / 月",1373,1
1816,房務員,"23,000 / 月",1374,2
1817,資深軟體工程師,"70,000 / 月",1375,1
1818,大型股發信人員,"12,000 / 月",1376,1
1819,限收股發信人員,140 / 小時,1376,1
1820,專員,"40,000 / 月",1377,11
1821,工程師,"50,000 / 月",1378,1
1822,CNC機台操作人員,"50,000 / 月",1379,15
1823,資深工程師,"60,000 / 月",1380,1
1824,助理工程師,"27,000 / 月",1381,1
1825,軟體工程師,"45,000 / 月",1382,6
1826,品保專員,"35,000 / 月",1383,4
1827,後製,"38,000 / 月",1384,1
1828,設計師,"32,000 / 月",1385,5
1829,助理,"23,100 / 月",1386,5
1830,業務,"50,000 / 月",1387,6
1831,電控工程師,"54,000 / 月",1388,8
1832,PM,"39,000 / 月",1389,1
1833,CLIENT ADVISER 諮詢顧問 / 台北,"30,000 / 月",1390,1
1834,IT工程師,"33,000 / 月",1391,4
1835,作業員╱包裝員,"30,000 / 月",1392,14
1836,營業專員,"24,100 / 月",1393,4
1837,設計師,"22,000 / 月",1394,2
1838,助理設計師,"28,000 / 月",1394,1
1839,軟體工程師,"50,000 / 月",1395,15
1840,網站行銷企劃,"40,000 / 月",1396,1
1841,AE,"900,000 / 年",1397,15
1842,工讀,150 / 小時,1398,19
1843,CNC電腦程式編排人員,"31,000 / 月",1399,14
1844,全職夥伴,"30,000 / 月",1400,2
1845,工程師,"32,000 / 月",1401,6
1846,資訊工讀生,"22,000 / 月",1402,1
1847,上釉學徒,"23,100 / 月",1403,16
1848,上釉人員,"25,000 / 月",1403,16
1849,技術助理,"22,000 / 月",1404,4
1850,作業員,"44,000 / 月",1405,5
1851,品保,"42,000 / 月",1406,11
1852,韌體設計工程師,"56,000 / 月",1407,6
1853,IE工程師,"32,000 / 月",1408,4
1854,網頁美術設計師,"28,000 / 月",1409,2
1855,記帳╱出納╱一般會計,"28,000 / 月",1410,19
1856,外場服務人員,150 / 日,1411,5
1857,軟體研發工程師,"31,000 / 月",1412,6
1858,電子工程師,"800,000 / 年",1413,8
1859,產品售後,"32,000 / 月",1414,2
1860,平面設計╱美編人員,"33,000 / 月",1415,6
1861,外場服務人員,150 / 小時,1416,5
1862,國外業務人員,"35,000 / 月",1417,5
1863,生產設備工程師,"740,000 / 年",1418,8
1864,研發工程師,"3,800 / 月",1418,8
1865,採購人員,"35,000 / 月",1419,2
1866,採購,"40,000 / 月",1419,2
1867,採購人員,"103,000 / 月",1420,15
1868,公共服務組-導覽員,"15,000 / 月",1421,5
1869,見習生,144 / 小時,1421,5
1870,小客車╱計程車及小貨車司機,"37,000 / 月",1422,6
1871,工程師,"22,000 / 月",1423,15
1872,助教,170 / 小時,1424,4
1873,電子工程師,"42,000 / 月",1425,6
1874,業務助理,"26,000 / 月",1426,5
1875,資深軟體工程師,"50,000 / 月",1427,1
1876,軟體工程師,"32,500 / 月",1428,6
1877,門市╱店員╱專櫃人員,110 / 小時,1429,14
1878,NPI PE,"55,000 / 月",1430,1
1879,輔導員,"22,000 / 月",1431,5
1880,課長,"55,000 / 月",1432,1
1881,監造工程師,"28,000 / 月",1433,2
1882,工讀生,160 / 小時,1434,2
1883,IT工程師,"40,900 / 月",1435,1
1884,封裝產品工程師,"53,000 / 月",1436,5
1885,國外業務,"33,000 / 月",1437,2
1886,專員,"22,000 / 月",1438,5
1887,軟體設計工程師,"60,000 / 月",1439,2
1888,藝術行政,"30,000 / 月",1440,1
1889,行銷企劃主管,"22,000 / 月",1441,1
1890,系統家具設計顧問,"23,000 / 月",1441,1
1891,服務員,150 / 小時,1442,1
1892,XDFCGVBHN,"22,000 / 月",1443,6
1893,設備高級工程師,"56,000 / 月",1444,10
1894,店員,"23,700 / 月",1445,4
1895,職員,"55,000 / 月",1446,22
1896,副理,"60,000 / 月",1447,1
1897,實習生,"21,000 / 月",1448,8
1898,國外業務人員,"31,000 / 月",1449,8
1899,美工企劃,"25,000 / 月",1450,5
1900,SALES,"28,000 / 月",1451,1
1901,設計美編人員,"32,000 / 月",1452,6
1902,專案助理,"22,000 / 月",1453,1
1903,課輔老師,"20,000 / 月",1454,19
1904,秘書,"28,000 / 月",1455,8
1905,助理研究員,"30,000 / 月",1456,1
1906,研究員,"50,000 / 月",1457,1
1907,研發工程師,"50,000 / 月",1458,2
1908,產品設計工程師,"37,000 / 月",1459,16
1909,專員,"50,000 / 月",1460,15
1910,一般員工,"22,000 / 月",1461,17
1911,授課講師,300 / 小時,1462,1
1912,品類企劃,"32,000 / 月",1463,1
1913,工讀生,109 / 小時,1464,1
1914,工程師,"70,000 / 月",1465,8
1915,網路新聞編輯,"28,000 / 月",1466,1
1916,系統工程師,"43,000 / 月",1467,1
1917,值班人員,"46,000 / 月",1467,1
1918,資深韌體工程師,"700,000 / 年",1468,15
1919,網路行銷,"28,000 / 月",1469,5
1920,行銷設計,"28,000 / 月",1470,5
1921,韌體工程師,"58,000 / 月",1471,6
1922,軟體工程師,"1,260,000 / 年",1472,10
1923,品管╱品保工程師,"22,000 / 月",1473,15
1924,業務助理,"22,050 / 月",1474,2
1925,行銷企劃人員,"22,000 / 月",1475,6
1926,汽車╱機車引擎技術人員,"43,900 / 月",1476,8
1927,FAE工程師,"36,500 / 月",1477,6
1928,軟韌體測試工程師,6 / 月,1478,1
1929,產品專員,"34,600 / 月",1479,1
1930,兼職清潔人員(萬能雜工),150 / 小時,1480,5
1931,晚班遊樂場兌幣員,115 / 小時,1481,5
1932,兼職餐飲助理(長期刊登職缺),125 / 小時,1482,5
1933,早班票亭人員,"25,000 / 月",1483,5
1934,程式設計師,"40,000 / 月",1484,1
1935,行銷專員,"26,000 / 月",1485,1
1936,平面設計╱美編人員,"22,000 / 月",1486,6
1937,軟體工程師,"27,000 / 月",1487,5
1938,軟體工程師,"30,000 / 月",1488,2
1939,科學講師（大陸),"35,000 / 月",1489,1
1940,編輯,"26,500 / 月",1490,1
1941,平面設計師,"28,000 / 月",1491,15
1942,副工程師,"43,000 / 月",1492,8
1943,HR,"85,000 / 月",1493,6
1944,財務人員,"42,000 / 月",1494,8
1945,研發工程師/CAE機構,"22,000 / 月",1495,6
1946,兼職,150 / 小時,1496,8
1947,物理治療師,"55,000 / 月",1497,1
1948,室內設計╱裝潢人員,"48,000 / 月",1498,2
1949,派遣,"38,250 / 月",1499,8
1950,測試工程師,"900,000 / 年",1500,10
1951,工程師,"4,000 / 月",1501,4
1952,助教,700 / 日,1502,2
1953,軟韌體測試工程師,"28,000 / 月",1503,6
1954,櫃臺行政,"26,000 / 月",1504,8
1955,IC 佈局工程師,"60,000 / 月",1505,4
1956,專任助理,"31,520 / 月",1506,1
1957,精品銷售人員,"23,100 / 月",1507,4
1958,行銷企劃人員,"30,000 / 月",1508,1
1959,業務專員,"40,000 / 月",1509,1
1960,專案經理,"50,000 / 月",1510,1
1961,行銷廣告文案,"530,000 / 年",1511,8
1962,設計師,"35,000 / 月",1512,1
1963,美工,"32,000 / 月",1513,1
1964,設計師,"40,000 / 月",1514,1
1965,設計師,"38,000 / 月",1515,6
1966,工程師,"40,000 / 月",1516,2
1967,軟韌體工程師,"52,000 / 月",1517,6
1968,實習生,"28,000 / 月",1518,15
1969,業務助理,"25,000 / 月",1519,6
1970,儀電助理工程師,"500,000 / 年",1520,8
1971,工程師,"22,000 / 月",1521,8
1972,產品企劃,"48,750 / 月",1522,1
1973,工程師,"45,000 / 月",1523,6
1974,研發工程師,"40,000 / 月",1524,6
1975,SD,"74,000 / 月",1525,15
1976,業務助理,"37,000 / 月",1526,6
1977,生產技術╱製程工程師,"37,000 / 月",1527,6
1978,軟體工程師,"450,000 / 月",1528,15
1979,衛生管理人員,"28,000 / 月",1529,6
1980,美術助理,"21,000 / 月",1530,6
1981,美術設計師,"40,000 / 月",1530,6
1982,設計專員,"26,500 / 月",1531,1
1983,設計師,"28,000 / 月",1531,1
1984,ACCOUNT,"22,000 / 月",1532,1
1985,美工,"24,000 / 月",1533,14
1986,食品研發人員,"35,000 / 月",1534,8
1987,經理,"80,000 / 月",1535,2
1988,外場服務工程師,95 / 小時,1536,2
1989,獸醫師,"800,000 / 年",1537,6
1990,打工,170 / 日,1538,2
1991,工程師,"44,000 / 月",1539,1
1992,菲律賓技術專員,"50,000 / 月",1540,1
1993,牙科助理,"30,000 / 月",1541,1
1994,鞋面車縫師,"27,000 / 月",1542,1
1995,機構工程師,"52,000 / 月",1543,1
1996,動畫師,"26,000 / 月",1544,1
1997,ARTIST,"33,000 / 月",1544,1
1998,軟體設計工程師,"70,000 / 月",1545,1
1999,資材高級工程師,"43,000 / 月",1546,8
2000,設計師,"42,000 / 月",1547,2
2001,助教,150 / 小時,1548,8
2002,ＭＩＳ,"40,000 / 月",1549,1
2003,業務專員,"540,000 / 年",1550,15
2004,業務助理,"22,000 / 月",1551,1
2005,工程師,"820,000 / 年",1552,1
2006,行銷專員,"34,200 / 月",1553,19
2007,工讀生,170 / 小時,1554,2
2008,實習生,"5,000 / 月",1555,6
2009,工程,"29,000 / 月",1556,2
2010,人資,"50,000 / 月",1557,1
2011,工程師,"45,000 / 月",1558,1
2012,軟體工程師,"360,000 / 月",1559,5
2013,PHP 程式設計師,"63,000 / 月",1560,1
2014,行銷企劃兼業務,"32,000 / 月",1561,1
2015,兼職講師,400 / 小時,1562,1
2016,平面設計╱美編人員實習生,"5,000 / 月",1562,1
2017,一般員工,"25,000 / 月",1562,1
2018,保全人員╱警衛,"38,000 / 月",1563,6
2019,編輯,"22,000 / 月",1564,6
2020,設計專員,"31,000 / 月",1565,1
2021,產品開發工程師,"47,000 / 月",1566,6
2022,行政助理,"25,000 / 月",1567,1
2023,客服,"22,000 / 月",1568,1
2024,美術設計,"32,000 / 月",1569,6
2025,設計,"32,000 / 月",1569,6
2026,研發工程師,"40,000 / 月",1570,2
2027,行政助理,"23,100 / 月",1571,1
2028,律師,"110,000 / 月",1572,2
2029,行銷企劃人員,"26,000 / 月",1573,5
2030,喔喔喔喔喔,"22,000 / 月",1574,1
2031,油炸手,"40,000 / 月",1575,1
2032,組裝,"26,000 / 月",1576,8
2033,約僱人員,"28,000 / 月",1577,15
2034,美編行政人員,"28,000 / 月",1578,8
2035,行銷企劃人員,"30,000 / 月",1579,1
2036,活動企劃人員,"30,000 / 月",1579,1
2037,牙醫助理,"23,000 / 月",1580,5
2038,PM,"22,000 / 月",1581,6
2039,軟體工程師,"70,000 / 月",1582,6
2040,外場,"18,000 / 月",1583,6
2041,店員,"78,000 / 月",1584,1
2042,機構工程師,"55,000 / 月",1585,1
2043,編目人員,"22,000 / 月",1586,4
2044,行政助理,"26,000 / 月",1587,4
2045,行銷企劃人員,"30,000 / 月",1588,6
2046,產品管理師,"43,000 / 月",1589,6
2047,臨時工,"20,008 / 月",1590,1
2048,口述歷史專員,"31,800 / 月",1591,2
2049,平面設計╱美編人員,"22,000 / 月",1592,4
2050,工讀生／特約記者,140 / 小時,1593,1
2051,PT,140 / 小時,1594,6
2052,理貨員,"22,000 / 月",1595,8
2053,暑期實習生,"22,000 / 月",1596,6
2054,教保員,"33,000 / 月",1597,19
2055,負責人,"22,000 / 月",1598,1
2056,OP╱旅行社人員,"34,000 / 月",1598,1
2057,客服,"40,000 / 月",1599,1
2058,業務,"22,000 / 月",1600,1
2059,產品企劃主管,"50,000 / 月",1601,1
2060,123,"123,123 / 月",1602,2
2061,顧客服務員,140 / 月,1603,2
2062,PT,140 / 小時,1603,5
2063,副理,"850,000 / 年",1604,4
2064,財會人員,"75,000 / 月",1605,1
2065,服務人員,"25,000 / 月",1606,6
2066,外場服務人員,170 / 小時,1607,2
2067,視覺設計,"40,000 / 月",1608,1
2068,設計,"28,000 / 月",1609,6
2069,業務,"19,000 / 月",1609,6
2070,業務助理,"28,000 / 月",1610,6
2071,房務工讀生,133 / 小時,1611,7
2072,服務生,120 / 小時,1612,1
2073,國際合作組組員,"22,000 / 月",1613,4
2074,客服小編,"22,000 / 月",1614,5
2075,機械工程師,"42,000 / 月",1615,2
2076,督導員,"34,000 / 月",1616,5
2077,會計人員,"29,000 / 月",1617,2
2078,會計專員,"30,000 / 月",1618,1
2079,壽險助理,"20,000 / 月",1619,6
2080,學徒,"30,000 / 月",1620,2
2081,學徒,"24,000 / 月",1621,14
2082,菜市場女裝銷售員,"30,000 / 月",1622,8
2083,菜市場女裝銷售,"22,000 / 月",1622,8
2084,ENGINEER,"45,000 / 月",1623,1
2085,高雄武德殿導覽員,"1,000 / 日",1624,5
2086,設計師,"35,000 / 月",1625,2
2087,保全人員╱警衛,"26,000 / 月",1626,5
2088,外場工讀生,150 / 小時,1627,22
2089,職員,"30,000 / 月",1628,1
2090,工程師,"45,000 / 月",1629,5
2091,行銷專員,"28,000 / 月",1630,1
2092,ㄧㄝㄨㄐㄧㄥㄌㄧ,"26,000 / 月",1631,1
2093,業務助理,"27,500 / 月",1632,1
2094,行政美編,"14,000 / 月",1633,1
2095,研發工程師,"42,700 / 月",1634,2
2096,工讀生,150 / 小時,1635,1
2097,會計專員,"28,500 / 月",1636,6
2098,外場人員,150 / 小時,1637,5
2099,生產設備工程師,"48,100 / 月",1638,2
2100,機構工程師,"32,500 / 月",1639,6
2101,模組工程師,"42,000 / 月",1640,6
2102,倉儲人員,133 / 小時,1641,2
2103,視覺設計電銷美編,"28,000 / 月",1642,1
2104,專員,"22,000 / 月",1643,16
2105,員工,"29,000 / 月",1644,2
2106,特勤保全,"38,000 / 月",1645,1
2107,網購經營人員,"25,000 / 月",1646,1
2108,約聘人員,"24,000 / 月",1647,5
2109,吧台手,133 / 小時,1648,6
2110,咖啡吧檯,140 / 小時,1649,2
2111,網拍助理,"1,000 / 日",1650,2
2112,業務助理,"30,000 / 月",1651,8
2113,約聘人員-常日班,"31,000 / 月",1652,4
2114,業務人員,"30,000 / 月",1653,14
2115,內場服務員,"22,000 / 月",1654,1
2116,組裝技術員,"22,000 / 月",1655,6
2117,網站開發人員,"600,000 / 月",1656,1
2118,秘書,"35,000 / 月",1657,1
2119,設計助理,"24,000 / 月",1658,4
2120,平面設計,"31,000 / 月",1659,1
2121,平面設計╱美編人員,"22,000 / 月",1660,2
2122,業務主任,"20,000 / 月",1661,1
2123,影音企劃,"32,000 / 月",1662,1
2124,護士,"36,000 / 月",1663,4
2125,設計助理,"23,000 / 月",1664,2
2126,實習生,150 / 日,1665,6
2127,外銷業務部客服,"48,500 / 月",1666,6
2128,工讀生,133 / 小時,1667,6
2129,美工,"26,000 / 月",1668,1
2130,工讀生,135 / 小時,1669,1
2131,美工,135 / 小時,1670,1
